,affiliation,country
1791," Algorithms Laboratory, Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland",
1792," University of Illinois at Urbana-Champaign, Urbana, IL and Adobe Research, Adobe Systems Inc., San Francisco, CA",
1793," Department of Operations Research and Financial Engineering, Princeton University, Princeton, NJ",
1794," Department of Computer Science and Engineering, UC San Diego, La Jolla, CA",
1795," Machine Learning Laboratory, ETH Zurich, Switzerland",
1796," Department of Statistics, University of Oxford",
1797," Google Research, Mountain View, CA",
1798," Lab of Neuro Imaging and Department of Computer Science, UCLA and Microsoft Research Asia",
1799," Rachel and Selim Benin School of Computer Science and Engineering, The Hebrew University of Jerusalem Givat, Ram, Jerusalem, Israel",
1800," Department of Computer Science, Columbia University, New York, NY",
1801," Department of Computer Science and UCL Interactive Centre, University College London, London, UK",
1802," University of California, Berkeley",
1803," University of Sydney and NICTA, Sydney, Australia",
1804," Microsoft Research, Cambridge, MA",
1805," NICTA & ANU, Canberra, ACT, Australia",
1806," Tokyo Institute of Technology, Tokyo, Japan",
1807, Stochastic Technologies,
1808," The Hebrew University of Jerusalem, School of Computer Science, Jerusalem, Israel",
1809," School of Electrical and Computer Engineering, Purdue University West Lafayette, IN",
1810," Fachbereich Informatik, Universitaet Stuttgart, Stuttgart, Germany",
1811," Department of Computer Science and Centre for Computational Statistics and Machine Learning, University College London, UK",
1812," The Gonda Brain Research Center, Bar Ilan University, Ramat-Gan, Israel",
1813," Department of Statistics and Department of Computer Science, University of Chicago, Chicago, IL",
1814," Causata Ltd., London",
1815,"Brown University, Providence, USA",
1816," Linear Accelerator Laboratory, Computer Science Laboratory, CNRS, University of Paris Sud, Orsay, France",
1817," Toyota Technological Institute at Chicago, Chicago, Illinois",
1818," The University of Texas at Arlington, Arlington, Texas",
1819," Microsoft Research Asia and Lab of Neuro Imaging and Department of Computer Science, University of California, Los Angeles",
1820," Technicolor Research Center, Palo Alto, CA",
1821," Google Inc., San Bruno, CA",
1822," School of Engineering and Applied Sciences, Harvard University, Cambridge",
1823," D.R.C. School of Computer Science, University of Waterloo, Canada, ON",
1824," Dept. of Mathematics, Stanford University, Stanford, CA",
1825," Department of Information and Computer Science, Aalto University, Finland and Helsinki Institute for Information Technology, Aalto University and University of Helsinki",
1826," College of Computing, Georgia Tech, Atlanta, GA",
1827," Microsoft Research, Mountain View, CA",
1828,"Zhejiang University, State Key Lab of CAD&CG, China",
1829," State Key Laboratory of CAD&CG, College of Computer Science, Zhejiang University, Hangzhou, China",
1830,"Tsinghua University, Department of Computer Science and Technology, State Key Laboratory of Intelligent Technology and Systems, TNList, Beijing, China",
1831,"University of Pennsylvania, USA",
1832," Department of Computer Science and Engineering, Arizona State University",
1833," Department of Computer Science & Engineering, University of Washington",
1834,"Tufts University, Medford, USA",
1835," Cornell University, Dept. of Computer Science, Ithaca, NY",
1836," IBM Research, Dublin and Max Planck Institute for Intelligent Systems, Tübingen",
1837," Google, NY",
1838," Carnegie Mellon University, Pittsburgh and Max Planck Institute for Intelligent Systems, Tübingen, Germany",
1839," School of Computer Science, CMU",
1840," Departments of Biomedical Engineering and Microbiology, Boston University, Boston, MA",
1841,"University of Amsterdam, Informatics Institute, The Netherlands",
1842," Moscow State University, Moscow, Russia and Higher School of Economics, Moscow, Russia",
1843, Franklin and Marshall College,
1844," CNR IMATI, Milano, Italy",
1845," Department of Computer Science, Cornell University",
1846," Washington State University, School of Electrical Engineering and Computer Science, Pullman, WA",
1847," Department of Electrical and Systems Engineering, University of Pennsylvania",
1848,"University of California, Riverside, USA",
1849," LSTA, Université Pierre et Marie Curie, Paris",
1850," National University of Singapore, Singapore",
1851," Université de Montréal, Canadian Institute for Advanced Research",
1852," University College London, Gatsby Computational Neuroscience",
1853," LTCI UMR, Telecom ParisTech, CNRS, Paris, France and CIMFAV, Facultad de Ingeniera, Universidad de Valparaso, Valparaso, Chile",
1854,"KTH Royal Institute of Technology, Automatic Control Department",
1855," Courant Institute and Google Research, New York, NY",
1856," Université Jean Monnet de Saint-Etienne, CNRS, Saint-Etienne, France",
1857," Courant Institute, New York Unversity",
1858,Singapore Management University,
1859," NTT Media Intelligence Laboratories, Yokosuka-shi, Kanagawa, Japan",
1860,"Carnegie Mellon University, Institute for Software Research, Pittsburgh, PA, USA",
1861," Amazon Development Center Germany, Germany",
1862," School of Computer Science, Tel Aviv University, Israel",
1863," Department of Computer Science, University of Toronto, Canada",
1864,"The Johns Hopkins University, Department of Biomedical Engineering",
1865," Statistics Department, University of British Columbia, Vancouver, BC, Canada",
1866,"National University of Singapore, Department of Computer Science, Singapore",
1867," University of British Columbia, Vancouver, Canada",
1868,"Indian Institute of Technology, Bombay, India",
1869," Indian Institute of Science, Bangalore, Karnataka, India",
1870," Yahoo Labs, Haifa, Israel",
1871," SequeL-INRIA Lille-Nord Europe, France",
1872," Adobe Research, San Francisco, CA",
1873," Dept. of Comp. Sci. & Tech, TNList Lab, State Key Lab of Intell. Tech & Sys, Tsinghua University, Beijing, China",
1874," Department of Computer Science, University of Toronto, Toronto, ON, Canada and Canadian Institute for Advanced Research, Toronto, ON, Canada",
1875,"University of California, San Diego, USA",
1876," Microsoft Research, Beijing, China",
1877," School of Software, Tsinghua University, Beijing, P.R. China",
1878," Microsoft Research, Redmond,WA",
1879, Max-Planck-Institute for Intelligent Systems,
1880," Departments of Statistics and EECS, University of California at Berkeley, Berkeley, CA",
1881," Departments of Physics and Biology, MIT, Cambridge, MA",
1882,"University of Michigan, Department of Electrical Engineering and Computer Science, Ann Arbor, MI, USA",
1883," Departments of Statistical Science, Duke University, Durham, NC",
1884," University of British Columbia, Canada and University of Oxford, United Kingdom and Canadian Institute for Advanced Research",
1885, NICTA & ANU,
1886," Laboratory for Natural Language Understanding, Nuance Communications, Sunnyvale",
1887,"MIT, Computer Science and Artificial Intelligence Laboratory",
1888," Idiap Research Institute, Martigny, Switzerland",
1889," Exxon Mobil Corporate Strategic Research, Annandale, NJ",
1890,"University of Melbourne, School of Computing and Information Systems, Australia",
1891, University of Illinois,United States
1892," Microsoft Research, New York NY",
1893," Department of Statistics, Rutgers University, NJ, and Baidu Inc., Beijing, China",
1894," Department of Statistics, Rutgers University, Piscataway NJ and Baidu Inc., Beijing, China",
1895," Dept. of Statistics & Biostatistics, Dept. of Computer Science, Rutgers University, Piscataway, NJ",
1896," Redwood Institute for Theoretical Neuroscience, University of California at Berkeley",
1897," Max Planck Center for Visual Computing and Communication, Saarbrücken, Germany",
1898,"National Institute of Informatics, NII, Japan",
1899," Rensselaer Polytechnic Institute, Troy, NY",
1900," Santa Fe Institute, Santa Fe, NM and School of Informatics and Computing, Indiana University, Bloomington, IN",
1901," Dept. of Electrical Engineering & Dept. of Statistics, Stanford University, Stanford, CA",
1902," Department of Econometrics and Business Statistics, Monash University, Clayton, VIC, Australia",
1903," Mechanical Engineering Department, National University of Singapore, Singapore",
1904," Institute for Infocomm Research, Singapore",
1905," Department of Computer Science, University of Hamburg, Germany",
1906," College of Computer Science & Technology, Zhejiang University, Hangzhou, China",
1907," Département d'informatique, Université de Sherbrooke",
1908," The Biodesign Institue, Arizona State University, Tempe, AZ and School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ",
1909," Department of Business Informatics, University of Applied Sciences, Western Switzerland and Department of Computer Science, University of Geneva, Switzerland",
1910," Google Inc, San Bruno, CA",
1911, University of Illinois at Chicago,United States
1912," Microsoft Research, Haidian District, Beijing, China",
1913," National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, China",
1914," Helsinki Institute for Information Technology and Department of Computer Science, University of Helsinki",
1915," International Computer Science Institute and Dept. of Statistics, University of California at Berkeley, Berkeley, CA",
1916," Dept. of Statistics & Biostatistics, Rutgers University, Piscataway, NJ",
1917," Microsoft Research, Beijing, P.R. China",
1918," Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China",
1919, Tsinghua U,
1920,"Imperial College London, UK",
1921,"Middle East Technical University, Ankara, Turkey",
1922,"Erasmus MC, Rotterdam, The Netherlands",
1923,"University of Western Australia, School of Computer Science and Software Engineering, Perth, WA, USA",
1924,"University of York, UK",
1925,"University of Washington, Department of Statistics, Seattle, WA, USA",
1926,"MPI for Intelligent Systems, Tuebingen, Germany",
1927,"Friedrich Schiller University Jena, Faculty of Mathematics and Computer Science",
1928,"University of Lugano, Dalle Molle Institute for Artificial Intelligence",
1929,"KU Leuven, Belgium",
1930,"Microsoft Research, USA",
1931,"MIT, Cambridge, MA, USA",
1932,"University of Edinburgh, UK",
1933,"Microsoft Corporation, Redmond, VA, USA",
1934,"Martin Luther University of Halle-Wittenberg, Germany",
1935,"Weizmann Institute of Science, Israel",
1936,"Max Planck Institute for Intelligent Systems, Tübingen , Germany",
1937,"University of Kaiserslautern, Department of Computer Science, Germany",
1938,"University of Western Ontario, Canada",
1939,"Tel Aviv University, School of Computer Science, Israel",
1940,"Princeton University, Department of Computer Science, NJ, USA",
1941,"Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",
1942,"University of British Columbia, Department of Statistics",
1943,"University of Illinois at Urbana-Champaign, Department of Electrical and Computer Engineering",
1944,Microsoft Research India,
1945,"University of Toronto, Canada",
1946,"University of Washington, Seattle, USA",
1947,吳尚鴻,
1948,"Department of Statistics, University of Pennsylvania",
1949,"Massachusetts Institute of Technology (MIT), Laboratory for Information and Decision Systems, Cambridge, MA, USA",
1950,"Department of Electrical and Computer Engineering, Boston University",
1951,"University of California, Irvine, CA, USA",
1952,"Massachusetts Institute of Technology (MIT), CSAIL",
1953,"Department of Biostatistics, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, MD, USA",
1954,"Johns Hopkins University, USA",
1955,"Lawrence Berkeley National Laboratory, NERSC",
1956,"IRIT, Toulouse, France",
1957,"Microsoft Research, Bangalore, India",
1958,Tufts University,United States
1959,"Columbia University, Department of Electrical Engineering / Department of Applied Physics and Applied Mathematics, NY, USA",
1960,Harry H. Goode Memorial Award,
1961,"University of Minnesota, USA",
1962,"University of Technology Sydney, Faculty of Engineering and Information Technology, NSW, Australia",
1963,"Weizmann Institute of Science, Rehovot, Israel",
1964,"Nanjing University, State Key Laboratory for Novel Software Technology, China",
1965,"The University of Texas at Austin, TX, USA",
1966,"University of Waterloo, ON, Canada",
1967,"Baidu Research USA, Bellevue, WA, USA",
1968,"University of Konstanz, Germany",
1969,Δημήτριος Γουνόπουλος,
1970,"Loughborough University, Research School of Informatics, UK",
1971,"LIRS Lyon, France",
1972,"Tampere University, Finland",
1973,"Istituto Italiano di Tecnologia, ICub Facility, Genoa, Italy",
1974,"Ghent University, Belgium",
1975,"ETH Zurich, Computer Vision Lab",
1976,"Rutgers University, Piscataway, Department of Computer Science",
1977,"University at Buffalo, NY, USA",
1978,"Stanford University, Department of Psychology, CA, USA",
1979,"University of Illinois at Urbana-Champaign, Department of Computer Science",
1980,"ETH Zürich, Department of Computer Science, Switzerland",
1981,"NICTA, Sydney, Australia",
1982,"EPFL, Idiap Research Institute",
1983,"Stanford University, Department of Electrical Engineering, CA, USA",
1984,"Technion, Haifa, Israel",
1985,李建,
1986,"Technion, Haifa, Faculty of Electrical Engineering",
1987,"University of Illinois Urbana-Champaign, USA",
1988,"University of Washington, Department of Computer Science & Engineering",
1989,"University of Wisconsin-Madison, Department of Electrical and Computer Engineering, WI, USA",
1990,"University of California at Berkeley, Computer Science Division",
1991,"Kyushu University, Fukuoka, Graduate School of Information Science and Electrical Engineering",
1992,"Salesforce Research, USA",
1993,"Disney Research, Pittsburgh, USA",
1994,"New York University, Courant Institute",
1995,"IBM Research, Thomas J. Watson Research Center, Yorktown Heights, USA",
1996,"Chinese University of Hong Kong, Hong Kong",
1997,"University of Minnesota - Twin Cities, Department of Electrical and Computer Engineering",
1998,"Sun Yat-Sen University, Guangzhou, China",
1999,"INESC-ID, Lisboa, Spoken Language Systems Laboratory",
2000,"Carnegie Mellon University, Pittsburgh, Machine Learning Department",
2001,"University of Colorado, USA",
2002,"National University of Singapore / Singapore-MIT Alliance, Department of Mechanical Engineering, Singapore",
2003,"University of Central Florida, Department of Electrical Engineering and Computer Science",
2004,"Harvard University, Cambridge, USA",
2005,"Ohio State University, OH, USA",
2006,"Microsoft Research, New York, NY, USA",
2007,"Télécom Paris, Paris, France",
2008,"University of California, San Diego, Department of Computer Science and Engineering",
2009,"TU Darmstadt, Department of Computer Science, Germany",
2010,"Korea Advanced Institute of Science and Technology (KAIST), Graduate School of AI Korea, Daejeon, South Korea",
2011,"Princeton University, Department of Operations Research and Financial Engineering",
2012,"Chinese University of Hong Kong, School of Science and Engineering, Shenzhen, China",
2013,"Hong Kong University of Science and Technology, Hong Kong",
2014,李晓黎,
2015,易津锋,
2016,"Binghamton University, Vestal, Department of Computer Science",
2017,"University of Pennsylvania, Computational Genetics Laboratory, Philadelphia, PA, USA",
2018,"Eindhoven University of Technology, The Netherlands",
2019,École Polytechnique,France
2020,王立威,
2021,Université de Corse,
2022,OpenAI / UC Berkeley,
2023,University of Lincoln,"England, UK"
2024,University of California at Berkeley,
2025,Berkeley,
2026,Disney Research,
2027,ETH,
2028,Linguee GmbH,
2029,"University of Waterloo, Cheriton School of Computer Science, ON, Canada",
2030,Purdue,United States
2031,CUHK,
2032,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",
2033,Eurecom,France
2034,"Georgia Institute of Technology, Atlanta, USA",
2035,U. Montreal,
2036,Rutgers Univeristy,
2037,University of Cambridge & Uber,
2038,University of Insubria,Italy
2039,"Australian National University / National ICT Australia, Canberra, Australia",
2040,MPI for Informatics,
2041,RIKEN / The University of Tokyo,
2042,AIST / RIKEN,
2043,IIT Kanpur,India
2044,Amazon.com,U.S.
2045,Gatsby Computational Neuroscience Unit,
2046,CMU/Uber,
2047,UPenn,United States
2048,YALE,United States
2049,Univ. Grenoble Alpes,
2050,STATS LLC.,
2051,Zillow,
2052,"Rutgers University, Division of Computer and Information Sciences",
2053,Leuphana University,Germany
2054,ENS Cachan,France
2055,Hugin Expert A/S,
2056,EDF Lab Paris-Saclay,
2057,CSIRO,
2058,Oxford University and DeepMind,
2059,HES-UNIGE,
2060,City University of New York (CUNY),
2061,MITSUBISHI ELECTRIC RESEARCH LABORATORIES,
2062,The University of Nottingham,England
2063,The Boeing Company,U.S.
2064,University of Wisconsion-Madison,
2065,FACEBOOK,U.S.
2066,Ruhr-Universität Bochum,Germany
2067,The Univ. of Tokyo / RIKEN,
2068,University of Illinois,United States
2069,Council for Scientific and Industrial Research (CSIR),
2070,Rugters University,
2071,Adobe Research & INRIA,
2072,University of Tokyo / RIKEN,
2073,Nagoya Institute of Technology / RIKEN,
2074,University of Lorraine,France
2075,Universidad Autonoma de Madrid,
2076,Google / U. Michigan,
2077,Data61/ANU/UTS,
2078,HKUST,Hong Kong
2079,Academia Sinica,
2080,Citadel,
2081,Queensland University of Technology,Australia
2082,University of Munich,Germany
2083,UNIST / AItrics,
2084,"ETH Zurich, Institut für Computing Platforms, Switzerland",
2085,陳子康,
2086,"City College of New York, CUNY",
2087,UT Austin & Amazon,
2088,University of Wisconsin Madison,United States
2089,Swiss AI Lab,
2090,"University of Wisconsin, Madison",United States
2091,"Google Research, New York City, USA",
2092,UCSC,
2093,"University of Cambridge, Alan Turing Institute",
2094,"Rice University, Houston, TX, USA",
2095,"University of Washington, Department of Statistics",
2096,"MIT, TAU",
2097,Technion Israeli Institute of Technology,
2098,Columbia University in the City of New York,United States
2099,"University of California, Berkeley, CA, USA",
2100,LabSix,
2101,OpenStax / Rice University,
2102,"MPI for Intelligent Systems Tübingen, Germany",
2103,Yonsei University,South Korea
2104,"EPFL, Switzerland",
2105,"Google, Mountain View, CA, USA",
2106,Hellebore Capital Limited,
2107,"University of California, Los Angeles, CA, USA",
2108,ECE at University of Wisconsin-Madison,
2109,Boston,
2110,"INRIA Bordeaux, France",
2111,D. E. Shaw & Co.,
2112,Facebook / NYU,
2113,MICROSOFT,U.S.
2114,Huawei Noah’s Ark Lab,
2115,"King Abdullah University of Science and Technology (KAUST) - University of Edinburgh, Scotland",
2116,Heidelberg Collaboratory for Image Processing,
2117,"University of Toronto, Department of Statistical Sciences",
2118,CNRS,
2119,Montanuniversitaet Leoben,
2120,"LinkedIn, Applied Research",
2121,"LTCI, Télécom Paris, Institut Polytechnique de Paris, France",
2122,OpenAI / University of Edinburgh,
2123,Tecent AI Lab,
2124,"Google, USA",
2125,"Stanford University, Institute of Computational and Mathematical Engineering",
2126,-,
2127,"University of Washington, Paul G. Allen School of Computer Science, Seattle, WA, USA",
2128,Microsoft AI & Research,
2129,Northwestern,
2130,李飛飛,
2131,ENS Paris,
2132,Idiap research institute,
2133,Singapore University of Technology and Design,
2134,"Allen Institute for Artificial Intelligence, Tel Aviv, Israel",
2135,École Polytechnique de Montréal,
2136,"CNRS, Ecole Normale Superieure",
2137,"MIT, IBM",
2138,Toyota Technological Institute,Japan
2139,Ecole des Ponts - ParisTech,
2140,University of Trento,Italy
2141,"California State University, Long Beach, CA, USA",
2142,CSULB,United States
2143,"Korea University, Seoul, South Korea",
2144,Carnegie Mellen University,
2145,"CNRS, Université de technologie de Compiègne",
2146,"IHPC, A*STAR",
2147,Microsoft Research Asia,China
2148,Princeton University and Google Brain,
2149,CentralSupélec,
2150,"Peking University, Beijing International Center for Mathematical Research, China",
2151,École polytechnique fédérale de Lausanne,
2152,Columbia,
2153,"EECS Department, University of California, Berkeley",
2154,Yahoo Research,
2155,University of Wyoming,United States
2156,University of Zurich,Switzerland
2157,"University at Albany, State University of New York",United States
2158,Lehigh University,United States
2159,"Rice University, Baylor College of Medicine",
2160,"TU Wien, Institute of Information Systems Engineering, Austria",
2161,Uber/CMU,
2162,Mitsubishi Electric Research Labs,
2163,"Okinawa Institute of Science and Technology, Neural Computation Unit, Japan",
2164,"University of California, Los Angeles, Department of Statistics",
2165,"Duke University, NC, USA",
2166,IGN,United States[1]
2167,"Facebook AI Research, NYU",
2168,Oxford and DeepMind,
2169,Tel-Aviv University,Israel
2170,"Harvard University, School of Engineering and Applied Sciences, Cambridge, MA, USA",
2171,"University of Freiburg, Machine Learning Lab",
2172,TU Kaiserslautern,Germany
2173,Stanford university,United States
2174,Telefonica,Spain
2175,Johannes Kepler University Linz,Austria
2176,IIT Hyderabad,India
2177,LS2N,
2178,McGill University / Facebook,
2179,Tohoku University/RIKEN AIP,
2180,Univ. of Southern California,
2181,"Department of Statistics, Columbia University",
2182,stanford university,United States
2183,University of Toronto and Vector Institute,
2184,刘霁,
2185,Columbia University Medical Center,
2186,U Montreal,
2187,University of Queensland,
2188,University of Macau,
2189,PUCRS,Brazil
2190,Hong Kong UST,
2191,"Bar Ilan University, Ramat Gan, Israel",
2192,Carnegie Mellon University / Bosch Center for AI,
2193,"University of California, Berkeley, Department of Electrical Engineering and Computer Sciences",
2194,Petuum Inc. and CMU,
2195,National University of Singapre,
2196,"University of Michigan, Ann Arbor",United States
2197,RPI,
2198,ETHZ,
2199,scouty Inc.,
2200,IISC,
2201,Cornell/Google,
2202,"Johns Hopkins University, Baltimore, MD, USA",
2203,"Biocomplexity Institute and Dept of Computer Science, University of Virginia",
2204,Google / University of Alberta,
2205,Shinshu University,Japan
2206,"MILA, UdeM",
2207,UT-Austin,United States
2208,"Queen Mary University of London, UK",
2209,U Oxford,
2210,"Inria UCA,",
2211,Insight Centre for Data Analytics,
2212,Cornell University / Uber,
2213,"HSR Univ. Applied Sciences, Rapperswil, Switzerland",
2214,"University College Oxford, Department of Statistics",
2215,"Karlsruhe Institute of Technology, Institute for Anthropomatics and Robotics, Germany",
2216,Vector Institute and University of Toronto,
2217,CentraleSupélec,
2218,Swisscom,Switzerland
2219,ENSAE / CREST,
2220,"Tel Aviv University, Google",
2221,"Indian Institute of Technology, Hyderabad, Department of Computer Science and Engineering",
2222,Tencent; The Chinese University of Hong Kong,
2223,"Tsinghua University, School of Software, Beijing, China",
2224,"University of Texas at Arlington, Arlington, TX, USA",
2225,"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",
2226,PUC-RJ,
2227,Université Paris Nanterre,
2228,University of Amsterdam & Qualcomm,
2229,Oxford University,"England, United Kingdom"
2230,INRIA and Google,
2231,Kakao Mobility,
2232,"University of Queensland, Brisbane, Australia",
2233,"University of Southern California, Department of Computer Science",
2234,IBM T.J. Watson Research Center,
2235,Hangzhou Dianzi University,China
2236,Bosch Center for Artificial Intelligence,
2237,The University of Edinburgh,"Scotland, UK"
2238,University of Illinois at Urbana Champaign,United States
2239,Czech technical university in Prague,
2240,McGill University / DeepMind,
2241,Université de Montpellier,
2242,GOOGLE BRAIN,
2243,Illinois / Google,
2244,Google Inc,
2245,"Columbia University, USA",
2246,Université Toulouse Paul Sabatier Institut de Mathématiques de Toulouse,
2247,"University of Chicago, USA",
2248,"Emory University, Atlanta, GA, USA",
2249,"MIT, Cambridge, USA",
2250,Hebrew University of Jerusalem and Facebook AI Research,
2251,Technion - Israeli Institute of Technology,
2252,Max Planck Institute for Software Systems,
2253,Nara Institute of Science and Technology,Japan
2254,"Texas A&M University, USA",
2255,"NVIDIA, University of Sydney",
2256,"Oregon State University, School of Electrical Engineering and Computer Science, Corvallis, OR, USA",
2257,Vision Semantics Limited,
2258,Université de Montréal,
2259,"Apple, Inc.",U.S.
2260,Cambridge University,"England, United Kingdom"
2261,"Technical University of Denmark, Department of Applied Mathematics and Computer Science",
2262,"KAIST, AITRICS",
2263,Brown,
2264,Georgia Institute of Technology / Facebook AI Research,
2265,Ben-Gurion University,Israel
2266,University of Texas,United States
2267,UC Santa Cruz & Google Inc.,
2268,Oregon State University US,
2269,"University of Wisconsin-Madison, Madison, USA",
2270,"Chinese University of Hong Kong, Department of Information Engineering, CUHK - SenseTime Joint Lab, Hong Kong",
2271,Broad Institute of MIT and Harvard,
2272,Microsoft Research Montreal,
2273,"University of Bath, Department of Computer Science, Bath, UK",
2274,DeepMind/University of Alberta,
2275,Samsung AI Centre / University of Edinburgh,
2276,Alibaba US,
2277,Voleon Group and University of California at Berkeley,
2278,Nanjing University of Science and Technology,China
2279,"Shanghai Jiao Tong University, John Hopcroft Center for Computer Science, China",
2280,"Harvard University, USA",
2281,Kuwait University,
2282,Calculation Consulting,
2283,Acoustics Research Institute,
2284,"Criteo AI Lab and UC, Berkeley",
2285,"Aarhus University, MADALGO",
2286,Johns Hopkins University + Microsoft Semantic Machines,
2287,Cerebras Systems,
2288,Preferred Networks Inc. ,
2289,Uber AI Labs & The University of Arizona,
2290,"Iowa State University, Ames, Iowa, USA",
2291,ENS Paris Saclay & Criteo AI Lab,
2292,Council for Scientific and Industrial Research,
2293,Frankfurt Institute for Advanced Studies ,
2294,None,
2295,University of Göttingen,Germany
2296,"Singapore University of Technology and Design, Singapore",
2297,IDIAP,
2298,Google and CREST/ENSAE,
2299,University of Texas at Arlington / Tencent AI Lab,
2300,Indiana University / Google Brain,
2301,sensetime,
2302,"KTH Royal Institute of Technology, Centre for Autonomous Systems",
2303,唐建,
2304,Max Planck Institute (MPI-SWS),
2305,"University of Texas at Dallas, Department of Computer Science",
2306,"University of California, Merced",United States
2307,Google and Tel Aviv University,
2308,"ETH Zurich, Department of Biosystems Science and Engineering",
2309,"Facebook AI Research, Paris, France",
2310,"Boston College, MA, USA",
2311,Imperial College London and PROWLER.io,
2312,"National Institute of Advanced Industrial Science and Technology, Japan",
2313,NNAISENSE SA,
2314,Unicaen,
2315,"Korea Advanced Institute of Science and Technology (KAIST), Data Mining Lab, Daejeon, Korea",
2316,"University of Edinburgh, School of Informatics, UK",
2317,University of Illinois at Urbana-CHampaign,
2318,Facebook Artificial Intelligence Research,
2319,UT Dallas,United States
2320,Los Alamos National Laboratory,
2321,Université Savoie Mont-Blanc,
2322,ShanghaiTech University,
2323,Uber Labs,
2324,"Harvard University, School of Engineering and Applied Science",
2325,Université côte d'Azur,
2326,Georgia Tech & Facebook AI Research,
2327,Inria Grenoble Rhone-Alpes,
2328,SUNY Buffalo,United States
2329,Amazon Research,
2330,Salesforce,
2331,Northwestern U,United States
2332,IT University of Copenhagen,
2333,"Google Research, NY",
2334,University of Auckland,"New Zealand (Māori: Tāmaki Makaurau,  Aotearoa)"
2335,"University of Sydney, School of Information Technologies, UBTECH Sydney Artificial Intelligence Centre, NSW, Australia",
2336,RIKEN-AIP,
2337,alibaba group,
2338,"Kwai Seattle AI lab, University of Rochester",
2339,"LIP6, Sorbonne Universite",
2340,HongKong University of Science and Technology,
2341,"Australian National University, Australia",
2342,Cornell Univeristy,United States
2343,Siemens AG and University of Munich,
2344,SUNY Albany,United States
2345,"Delft University of Technology, Cognitive Robotics, The Netherlands",
2346,"Peking University,Department of Information Science, China",
2347,"University of Nebraska, Lincoln",United States
2348,"Tsinghua University, Department of Computer Science and Technology, Beijing, China",
2349,Imagia,
2350,University of Pittsburgh & JD Finance America Corporation,
2351,"TAU, GOOGLE",
2352,"University of Oregon, Eugene, USA",
2353,"State University of New York at Buffalo, Buffalo, NY, USA",
2354,"University of Central Florida, Orlando, USA",
2355,University of Cambridge and UCLA,
2356,"German Research Centre for Artificial Intelligence, DFKI, Kaiserslautern, Germany",
2357,York University,Canada
2358,Google Research and Courant Institute of Mathematical Sciences,
2359,Yahoo! Research,
2360,"Clova AI Research, NAVER Corp.",
2361,Shanxi University,
2362,Weizmann Institute,Israel
2363,Centrale Lille / CRIStAL CNRS UMR 9189,
2364,CNRS/LIP6,
2365,UNC-Chapel Hill,United States
2366,Paderborn University,Germany
2367,"Yale University, New Haven, Connecticut, USA",
2368,Università della Svizzera Italiana,
2369,"Google Research, Zurich",
2370,McGill University and Mila,
2371,"unige, mit, iit",
2372,Istituto Italiano di Tecnologia and University College London,
2373,Amazon AI & Caltech,
2374,Alibaba Group,
2375,PUC-RIO,
2376,LaBRI,France
2377,"IT University of Copenhagen, Denmark",
2378,ZIB,
2379,Hudson River Trading,U.S.
2380,"University of Queensland, School of Mathematics and Physics, Brisbane, Australia",
2381,"National University of Singapore, Singapore",
2382,"Centrum Wiskunde & Informatica, Amsterdam",
2383,Jean Monnet University,
2384,CREATIS,
2385,Temple University,
2386,Universite catholique de Louvain,Belgium
2387,LinkedIn,U.S.
2388,VinAI Research,
2389,"University of Waterloo, Electrical and Computer Engineering",
2390,Apple Inc,U.S.
2391,Maastricht University,Netherlands
2392,Deep Collective,
2393,Kingston University,United Kingdom
2394,"University of British Columbia, Department of Computer Science, Vancouver, BC, Canada",
2395,Telecom Paris,
2396,"Sorbonne Universite, Criteo AI Lab",
2397,"Stanford University, Department of Computer Science",
2398,UMass Amherst; DARPA,
2399,Indian Institute of Technology Delhi,
2400,"Princeton University, NJ, USA",
2401,Istituto Italiano di Tecnologia,
2402,University of Munich (LMU),
2403,"Google Research, New York, NY, USA",
2404,"University of Maryland, College Park, MD, USA",
2405,Alibaba group,
2406,USC Information Sciences Institute,
2407,"Monash University, Australia",
2408,"""University of Salzburg, Austria""",
2409,"MPI fuer Informatik, Saarbruecken",
2410,Kyoto University/RIKEN Center for AIP,
2411,Université Paris Diderot,France
2412,"Georgia Institute of Technology, College of Computing, Atlanta, GA, USA",
2413,IST Austria & NeuralMagic,
2414,"University of Washington, Allen Institue for AI",
2415,"Higher School of Economics, Samsung AI Center Moscow",
2416,"Peking University, Department of Machine Intelligence, Beijing, China",
2417,"Institute of Computing Technology, CAS, China",
2418,University of Surrey,England
2419,COVARIANT.AI,
2420,Southern University of Science and Technology,China
2421,University of Illinois at Chicago (UIC),
2422,"Google Brain, Google Inc.",
2423,Aalto University and University of Manchester,
2424,Facebook AI Research & University College London,
2425,University of Chicago Booth School of Business,United States
2426,Qualcomm,U.S.
2427,"University of Metz, LGIPM/AGIp, France",
2428,"Samsung AI Center Moscow, Russia",
2429,University Paris Sud,
